record_id,governorate,city,region,year,month,date,latitude,longitude,utm32_easting,utm32_northing,population_density,urban_index,temperature_c,rainfall_mm,humidity_pct,ndvi_score,drought_pressure_score,electricity_pressure_score,tourism_pressure_score,observed_index,data_nature,observed_lag_1,observed_lag_2,observed_lag_3,observed_lag_6,observed_lag_12,rolling_mean_3,rolling_mean_6,target_stage1_tabular_score,target_stage2_lstm_score,lstm_agri_price_next_3m
EX24_Ariana_2024_05,Ariana,Ariana,Nord-Est,2024,5,2024-05-15,36.860549,10.197342,606731.23,4080071.84,1800,86.0,27.07,39.39,76.5,63.48,59.52,96.32,62.58,69.3,données du projet,59.53,60.71,37.6,58.5,75.26,52.613333333333344,48.61333333333334,87.36,82.1,82.1
EX24_Ariana_2024_06,Ariana,Ariana,Nord-Est,2024,6,2024-06-15,36.825535,10.185934,605762.48,4076174.79,1800,86.0,24.97,17.71,55.82,44.49,90.52,98.32,91.32,82.64,données du projet,69.3,59.53,60.71,38.32,79.32,63.18000000000001,50.413333333333334,83.3,82.83,82.83
EX24_Ariana_2024_07,Ariana,Ariana,Nord-Est,2024,7,2024-07-15,36.875927,10.203124,607225.17,4081784.36,1800,86.0,31.77,13.56,50.27,45.48,81.65,97.87,88.8,87.66,données du projet,82.64,69.3,59.53,37.02,92.89,70.49000000000001,57.800000000000004,75.65,74.65,74.65
EX24_Ariana_2024_08,Ariana,Ariana,Nord-Est,2024,8,2024-08-15,36.892483,10.157951,603176.77,4083571.2,1800,86.0,32.03,23.52,60.44,46.89,77.33,100.0,90.17,79.15,données du projet,87.66,82.64,69.3,37.6,84.87,79.86666666666667,66.24,78.09,55.76,55.76
EX24_Ariana_2024_09,Ariana,Ariana,Nord-Est,2024,9,2024-09-15,36.827514,10.178391,605087.04,4076385.98,1800,86.0,28.39,36.03,68.02,60.03,59.23,96.74,88.49,74.07,données du projet,79.15,87.66,82.64,60.71,87.4,83.15000000000002,73.165,56.89,57.73,57.73
EX24_Ariana_2024_10,Ariana,Ariana,Nord-Est,2024,10,2024-10-15,36.915604,10.155355,602914.37,4086133.44,1800,86.0,19.12,61.46,71.43,68.16,52.71,93.57,63.18,60.36,données du projet,74.07,79.15,87.66,59.53,63.88,80.29333333333335,75.39166666666667,49.85,52.5,52.5
EX24_Ariana_2024_11,Ariana,Ariana,Nord-Est,2024,11,2024-11-15,36.934429,10.202312,607071.02,4088273.51,1800,86.0,17.24,75.77,89.26,81.27,27.49,84.97,63.03,54.44,données du projet,60.36,74.07,79.15,69.3,58.5,71.19333333333334,75.53,46.12,45.22,45.22
EX24_Ariana_2024_12,Ariana,Ariana,Nord-Est,2024,12,2024-12-15,36.831965,10.115023,599430.07,4076812.04,1800,86.0,12.92,80.29,89.16,75.9,17.57,78.61,75.05,42.09,données du projet,54.44,60.36,74.07,82.64,38.32,62.95666666666667,73.05333333333333,29.03,46.39,46.39
EX24_Ariana_2025_01,Ariana,Ariana,Nord-Est,2025,1,2025-01-15,36.896913,10.167594,604030.07,4084073.14,1800,86.0,13.43,119.64,82.46,76.25,17.13,86.78,60.62,42.7,données du projet,42.09,54.44,60.36,87.66,37.02,52.29666666666668,66.295,44.8,45.78,45.78
EX24_Ariana_2025_02,Ariana,Ariana,Nord-Est,2025,2,2025-02-15,36.892088,10.153395,602771.34,4083522.52,1800,86.0,14.29,86.98,90.53,69.72,24.94,98.4,77.57,48.66,données du projet,42.7,42.09,54.44,79.15,37.6,46.410000000000004,58.80166666666667,36.84,52.21,52.21
EX24_Ariana_2025_03,Ariana,Ariana,Nord-Est,2025,3,2025-03-15,36.852025,10.196938,606707.05,4079125.78,1800,86.0,19.67,63.83,79.71,57.02,33.12,85.84,79.07,42.22,données du projet,48.66,42.7,42.09,74.07,60.71,44.48333333333335,53.72,57.89,62.3,62.3
EX24_Ariana_2025_04,Ariana,Ariana,Nord-Est,2025,4,2025-04-15,36.881318,10.248226,611237.12,4082433.94,1800,86.0,21.06,67.96,73.75,64.97,47.1,93.01,69.72,46.29,données du projet,42.22,48.66,42.7,60.36,59.53,44.52666666666668,48.41166666666667,54.41,73.85,73.85
EX24_Ariana_2025_05,Ariana,Ariana,Nord-Est,2025,5,2025-05-15,36.910622,10.208894,607690.63,4085639.8,1800,86.0,24.6,34.76,66.44,52.32,68.48,94.23,57.15,59.83,données du projet,46.29,42.22,48.66,54.44,69.3,45.723333333333336,46.06666666666666,85.77,74.07,74.07
EX24_Ariana_2025_06,Ariana,Ariana,Nord-Est,2025,6,2025-06-15,36.873042,10.191018,606150.19,4081450.72,1800,86.0,30.68,19.6,63.61,51.79,81.27,89.44,100.0,72.31,données du projet,59.83,46.29,42.22,42.09,82.64,49.44666666666668,46.965,71.24,82.8,82.8
EX24_Ariana_2025_07,Ariana,Ariana,Nord-Est,2025,7,2025-07-15,36.887921,10.100017,598020.34,4083003.99,1800,86.0,32.48,41.09,57.75,43.39,79.36,100.0,84.45,74.69,données du projet,72.31,59.83,46.29,42.7,87.66,59.47666666666668,52.001666666666665,91.34,81.95,81.95
EX24_Ariana_2025_08,Ariana,Ariana,Nord-Est,2025,8,2025-08-15,36.866125,10.155227,602969.42,4080644.22,1800,86.0,31.49,30.83,47.54,56.25,86.95,99.28,87.31,84.52,données du projet,74.69,72.31,59.83,48.66,79.15,68.94333333333334,57.333333333333336,82.41,69.89,69.89
EX24_Ariana_2025_09,Ariana,Ariana,Nord-Est,2025,9,2025-09-15,36.877452,10.1549,602925.11,4081900.46,1800,86.0,25.89,40.91,63.72,55.6,63.89,91.45,87.49,88.82,données du projet,84.52,74.69,72.31,42.22,74.07,77.17333333333335,63.309999999999995,80.49,54.15,54.15
EX24_Beja_2017_01,Beja,Beja,Nord-Ouest,2017,1,2017-01-15,36.719238,9.156507,513976.45,4063738.65,125,42.0,10.62,62.59,78.86,57.86,43.0,55.37,29.88,48.15,données du projet,57.77,61.9,71.72,90.8,39.32,63.79666666666668,76.94,61.22,55.4,55.4
EX24_Beja_2017_02,Beja,Beja,Nord-Ouest,2017,2,2017-02-15,36.701219,9.186127,516625.41,4061744.65,125,42.0,13.33,69.7,78.58,54.87,41.88,47.7,7.93,44.59,données du projet,48.15,57.77,61.9,93.73,46.16,55.940000000000005,69.83166666666666,72.6,61.33,61.33
EX24_Beja_2017_03,Beja,Beja,Nord-Ouest,2017,3,2017-03-15,36.681682,9.113493,510140.14,4059567.27,125,42.0,18.36,51.69,67.25,43.17,47.21,48.81,12.47,58.35,données du projet,44.59,48.15,57.77,85.72,52.5,50.17000000000001,61.64166666666667,63.29,72.95,72.95
EX24_Beja_2017_04,Beja,Beja,Nord-Ouest,2017,4,2017-04-15,36.739534,9.167877,514987.85,4065991.83,125,42.0,23.51,39.26,61.29,34.87,67.93,62.79,6.07,58.85,données du projet,58.35,44.59,48.15,71.72,60.46,50.363333333333344,57.080000000000005,63.64,77.96,77.96
EX24_Beja_2017_05,Beja,Beja,Nord-Ouest,2017,5,2017-05-15,36.702904,9.246679,522033.61,4061943.69,125,42.0,30.66,33.27,52.2,32.37,78.92,56.82,18.73,66.97,données du projet,58.85,58.35,44.59,61.9,64.41,53.93000000000001,54.935,79.24,90.61,90.61
EX24_Beja_2017_06,Beja,Beja,Nord-Ouest,2017,6,2017-06-15,36.728932,9.184794,516500.4,4064818.55,125,42.0,31.01,6.84,56.42,26.87,96.97,68.52,46.1,83.48,données du projet,66.97,58.85,58.35,57.77,83.82,61.39000000000001,55.779999999999994,100.0,90.32,90.32
EX24_Beja_2017_07,Beja,Beja,Nord-Ouest,2017,7,2017-07-15,36.709388,9.199465,517814.91,4062653.14,125,42.0,34.61,20.18,41.77,22.32,96.16,62.96,48.69,90.55,données du projet,83.48,66.97,58.85,48.15,90.8,69.76666666666667,60.065,80.95,83.29,83.29
EX24_Beja_2017_08,Beja,Beja,Nord-Ouest,2017,8,2017-08-15,36.695831,9.178477,515943.25,4061145.61,125,42.0,32.99,13.63,51.4,31.84,100.0,64.82,59.64,87.52,données du projet,90.55,83.48,66.97,44.59,93.73,80.33333333333334,67.13166666666667,80.46,69.18,69.18
EX24_Beja_2017_09,Beja,Beja,Nord-Ouest,2017,9,2017-09-15,36.735592,9.165588,514784.21,4065554.22,125,42.0,27.16,34.47,53.0,39.3,80.13,62.12,51.46,84.47,données du projet,87.52,90.55,83.48,58.35,85.72,87.18333333333334,74.28666666666666,65.51,54.07,54.07
EX24_Beja_2017_10,Beja,Beja,Nord-Ouest,2017,10,2017-10-15,36.670102,9.184645,516499.7,4058292.62,125,42.0,21.03,36.46,67.45,48.3,66.19,54.55,14.63,63.99,données du projet,84.47,87.52,90.55,58.85,71.72,87.51333333333334,78.64,39.8,47.75,47.75
EX24_Beja_2017_11,Beja,Beja,Nord-Ouest,2017,11,2017-11-15,36.700165,9.210707,518821.24,4061632.26,125,42.0,16.43,41.78,69.39,49.56,41.28,50.35,8.33,55.7,données du projet,63.99,84.47,87.52,66.97,61.9,78.66000000000001,79.49666666666667,58.8,37.53,37.53
EX24_Beja_2017_12,Beja,Beja,Nord-Ouest,2017,12,2017-12-15,36.700768,9.205922,518393.65,4061698.13,125,42.0,15.29,54.81,72.88,62.22,37.55,51.32,9.68,48.52,données du projet,55.7,63.99,84.47,83.48,57.77,68.05333333333336,77.61833333333333,49.88,37.66,37.66
EX24_Beja_2018_01,Beja,Beja,Nord-Ouest,2018,1,2018-01-15,36.713691,9.135288,512082.38,4063120.49,125,42.0,12.5,43.29,72.56,54.23,37.55,56.84,18.28,39.0,données du projet,48.52,55.7,63.99,90.55,48.15,56.070000000000014,71.79166666666667,49.42,55.36,55.36
EX24_Beja_2018_02,Beja,Beja,Nord-Ouest,2018,2,2018-02-15,36.739791,9.242987,521693.47,4066034.71,125,42.0,14.62,45.31,73.08,51.16,45.36,52.66,27.56,43.01,données du projet,39.0,48.52,55.7,87.52,44.59,47.74000000000001,63.199999999999996,47.55,69.37,69.37
EX24_Beja_2018_03,Beja,Beja,Nord-Ouest,2018,3,2018-03-15,36.697446,9.203547,518182.36,4061329.23,125,42.0,16.4,36.74,67.53,43.71,65.15,57.47,11.38,46.65,données du projet,43.01,39.0,48.52,84.47,58.35,43.51000000000001,55.781666666666666,78.27,77.95,77.95
EX24_Beja_2018_04,Beja,Beja,Nord-Ouest,2018,4,2018-04-15,36.701719,9.227686,520337.52,4061808.03,125,42.0,24.3,21.9,63.07,44.58,79.39,75.09,6.47,75.58,données du projet,46.65,43.01,39.0,63.99,58.85,42.88666666666668,49.47833333333333,74.5,81.74,81.74
EX24_Beja_2018_05,Beja,Beja,Nord-Ouest,2018,5,2018-05-15,36.744519,9.210855,518823.6,4066552.31,125,42.0,25.87,35.52,54.52,40.07,79.24,58.25,3.16,79.38,données du projet,75.58,46.65,43.01,55.7,66.97,55.080000000000005,51.410000000000004,79.41,85.63,85.63
EX24_Beja_2018_06,Beja,Beja,Nord-Ouest,2018,6,2018-06-15,36.702373,9.186519,516660.2,4061872.71,125,42.0,31.1,12.47,43.67,29.41,100.0,68.75,30.89,75.13,données du projet,79.38,75.58,46.65,48.52,83.48,67.20333333333333,55.35666666666666,90.37,86.54,86.54
EX24_Beja_2018_07,Beja,Beja,Nord-Ouest,2018,7,2018-07-15,36.704872,9.172947,515447.41,4062147.6,125,42.0,34.42,14.04,41.0,28.4,100.0,71.99,44.58,81.96,données du projet,75.13,79.38,75.58,39.0,90.55,76.69666666666667,59.791666666666664,81.61,78.9,78.9
EX24_Beja_2018_08,Beja,Beja,Nord-Ouest,2018,8,2018-08-15,36.675834,9.178271,515928.94,4058927.4,125,42.0,30.18,17.96,50.64,21.0,100.0,64.19,41.0,96.58,données du projet,81.96,75.13,79.38,43.01,87.52,78.82333333333334,66.95166666666667,85.24,67.94,67.94
EX24_Beja_2018_09,Beja,Beja,Nord-Ouest,2018,9,2018-09-15,36.700888,9.199836,517850.01,4061710.3,125,42.0,26.83,23.86,55.97,36.67,87.97,75.99,43.93,86.58,données du projet,96.58,81.96,75.13,46.65,84.47,84.55666666666667,75.88,80.54,55.62,55.62
EX24_Beja_2018_10,Beja,Beja,Nord-Ouest,2018,10,2018-10-15,36.766088,9.175191,515635.4,4068938.58,125,42.0,24.25,48.63,62.61,39.49,60.34,52.09,12.93,62.24,données du projet,86.58,96.58,81.96,75.58,63.99,88.37333333333333,82.535,51.93,49.77,49.77
EX24_Beja_2018_11,Beja,Beja,Nord-Ouest,2018,11,2018-11-15,36.700694,9.207221,518509.78,4061690.21,125,42.0,15.01,43.21,67.86,49.38,51.97,60.6,14.28,55.07,données du projet,62.24,86.58,96.58,79.38,55.7,81.80000000000001,80.31166666666667,62.56,47.37,47.37
EX24_Beja_2018_12,Beja,Beja,Nord-Ouest,2018,12,2018-12-15,36.714898,9.182332,516283.52,4063261.37,125,42.0,11.94,68.63,83.79,55.86,35.42,53.25,26.65,47.31,données du projet,55.07,62.24,86.58,75.13,48.52,67.96333333333335,76.26,48.15,54.69,54.69
EX24_Beja_2019_01,Beja,Beja,Nord-Ouest,2019,1,2019-01-15,36.686597,9.194551,517381.15,4060124.14,125,42.0,12.96,51.06,90.21,45.35,29.06,55.72,14.39,45.46,données du projet,47.31,55.07,62.24,81.96,39.0,54.87333333333334,71.62333333333333,47.81,58.7,58.7
EX24_Beja_2019_02,Beja,Beja,Nord-Ouest,2019,2,2019-02-15,36.777853,9.174091,515534.93,4070243.42,125,42.0,14.56,53.07,67.82,42.04,33.91,60.75,14.81,52.18,données du projet,45.46,47.31,55.07,96.58,43.01,49.28000000000001,65.54,79.41,63.91,63.91
EX24_Beja_2019_03,Beja,Beja,Nord-Ouest,2019,3,2019-03-15,36.684196,9.227183,520297.18,4059864.22,125,42.0,17.54,53.48,56.41,52.26,52.36,53.76,12.28,64.2,données du projet,52.18,45.46,47.31,86.58,46.65,48.316666666666684,58.13999999999999,57.47,69.59,69.59
EX24_Beja_2019_04,Beja,Beja,Nord-Ouest,2019,4,2019-04-15,36.68364,9.218717,519540.93,4059800.7,125,42.0,23.57,30.61,60.6,47.9,68.29,57.85,9.39,61.18,données du projet,64.2,52.18,45.46,62.24,75.58,53.94666666666668,54.41,67.57,74.47,74.47
EX24_Beja_2019_05,Beja,Beja,Nord-Ouest,2019,5,2019-05-15,36.744193,9.177443,515840.92,4066510.21,125,42.0,27.57,33.81,49.42,40.28,76.35,67.94,11.77,68.6,données du projet,61.18,64.2,52.18,55.07,79.38,59.186666666666675,54.23333333333333,81.75,82.65,82.65
EX24_Beja_2019_06,Beja,Beja,Nord-Ouest,2019,6,2019-06-15,36.753474,9.14135,512617.23,4067534.36,125,42.0,28.45,41.55,41.65,30.69,100.0,76.03,35.42,78.41,données du projet,68.6,61.18,64.2,47.31,75.13,64.66000000000001,56.48833333333332,97.5,81.71,81.71
EX24_Beja_2019_07,Beja,Beja,Nord-Ouest,2019,7,2019-07-15,36.684901,9.192277,517178.42,4059935.53,125,42.0,28.58,19.28,42.52,21.13,95.17,66.5,31.17,82.35,données du projet,78.41,68.6,61.18,45.46,81.96,69.39666666666669,61.67166666666666,85.83,74.82,74.82
EX24_Beja_2019_08,Beja,Beja,Nord-Ouest,2019,8,2019-08-15,36.71929,9.183812,516414.79,4063748.78,125,42.0,29.17,39.55,42.71,28.35,93.92,64.46,37.44,86.18,données du projet,82.35,78.41,68.6,52.18,96.58,76.45333333333333,67.82,76.39,71.22,71.22
EX24_Beja_2019_09,Beja,Beja,Nord-Ouest,2019,9,2019-09-15,36.710133,9.148179,513234.31,4062727.45,125,42.0,23.16,33.8,53.08,23.89,81.07,80.79,41.02,77.47,données du projet,86.18,82.35,78.41,64.2,86.58,82.31333333333335,73.48666666666666,65.43,66.76,66.76
EX24_Beja_2019_10,Beja,Beja,Nord-Ouest,2019,10,2019-10-15,36.703416,9.183379,516379.52,4061987.79,125,42.0,21.1,52.48,69.63,46.9,56.1,63.09,15.29,67.24,données du projet,77.47,86.18,82.35,61.18,62.24,82.00000000000001,75.69833333333334,80.33,62.13,62.13
EX24_Beja_2019_11,Beja,Beja,Nord-Ouest,2019,11,2019-11-15,36.678666,9.161569,514436.07,4059238.91,125,42.0,16.07,38.16,71.48,44.97,58.72,63.83,2.96,69.09,données du projet,67.24,77.47,86.18,68.6,55.07,76.96333333333335,76.70833333333333,27.97,50.7,50.7
EX24_Beja_2019_12,Beja,Beja,Nord-Ouest,2019,12,2019-12-15,36.732558,9.155822,513912.88,4065216.1,125,42.0,11.04,45.5,81.81,51.68,39.29,54.81,16.12,48.26,données du projet,69.09,67.24,77.47,78.41,47.31,71.26666666666668,76.78999999999999,55.18,52.04,52.04
EX24_Beja_2020_01,Beja,Beja,Nord-Ouest,2020,1,2020-01-15,36.730176,9.161717,514439.61,4064952.74,125,42.0,11.9,40.46,80.02,53.14,35.21,57.94,18.5,47.91,données du projet,48.26,69.09,67.24,82.35,45.46,61.53000000000001,71.765,46.04,56.22,56.22
EX24_Beja_2020_02,Beja,Beja,Nord-Ouest,2020,2,2020-02-15,36.777443,9.202285,518050.88,4070202.93,125,42.0,13.63,48.98,72.58,44.47,45.41,51.41,15.02,52.41,données du projet,47.91,48.26,69.09,86.18,52.18,55.08666666666668,66.025,57.98,60.41,60.41
EX24_Beja_2020_03,Beja,Beja,Nord-Ouest,2020,3,2020-03-15,36.73195,9.170795,515249.88,4065151.03,125,42.0,18.74,25.84,70.98,46.07,58.75,60.94,9.43,53.6,données du projet,52.41,47.91,48.26,77.47,64.2,49.52666666666668,60.39666666666667,62.04,73.26,73.26
EX24_Beja_2020_04,Beja,Beja,Nord-Ouest,2020,4,2020-04-15,36.713206,9.189046,516883.5,4063074.75,125,42.0,26.49,50.85,61.04,32.5,73.85,51.7,12.7,58.0,données du projet,53.6,52.41,47.91,67.24,61.18,51.30666666666668,56.41833333333333,86.37,84.09,84.09
EX24_Beja_2020_05,Beja,Beja,Nord-Ouest,2020,5,2020-05-15,36.739363,9.198279,517702.14,4065977.99,125,42.0,26.48,17.26,59.84,39.37,81.96,75.96,16.62,75.36,données du projet,58.0,53.6,52.41,69.09,68.6,54.670000000000016,54.87833333333333,95.44,86.46,86.46
EX24_Beja_2020_06,Beja,Beja,Nord-Ouest,2020,6,2020-06-15,36.716254,9.156622,513987.23,4063407.7,125,42.0,29.57,35.34,49.76,31.61,92.89,61.53,37.85,89.07,données du projet,75.36,58.0,53.6,48.26,78.41,62.320000000000014,55.92333333333334,87.09,88.12,88.12
EX24_Beja_2020_07,Beja,Beja,Nord-Ouest,2020,7,2020-07-15,36.726728,9.206468,518436.27,4064577.99,125,42.0,35.99,16.06,38.83,10.25,100.0,71.95,47.94,88.62,données du projet,89.07,75.36,58.0,47.91,82.35,74.14333333333333,62.725,80.28,79.96,79.96
EX24_Beja_2020_08,Beja,Beja,Nord-Ouest,2020,8,2020-08-15,36.687064,9.196565,517561.0,4060176.3,125,42.0,30.75,6.4,42.06,22.12,93.79,76.4,46.5,92.67,données du projet,88.62,89.07,75.36,52.41,86.18,84.35000000000001,69.51,86.6,70.29,70.29
EX24_Beja_2020_09,Beja,Beja,Nord-Ouest,2020,9,2020-09-15,36.76857,9.198378,517704.24,4069217.95,125,42.0,27.82,14.86,52.03,30.91,99.51,60.43,34.17,83.61,données du projet,92.67,88.62,89.07,53.6,77.47,90.12,76.22000000000001,64.93,55.25,55.25
EX24_Beja_2020_10,Beja,Beja,Nord-Ouest,2020,10,2020-10-15,36.788616,9.178714,515945.22,4071438.22,125,42.0,19.71,25.83,72.39,46.08,58.05,67.68,14.31,72.32,données du projet,83.61,92.67,88.62,58.0,67.24,88.30000000000001,81.22166666666666,51.43,51.32,51.32
EX24_Beja_2020_11,Beja,Beja,Nord-Ouest,2020,11,2020-11-15,36.760973,9.197298,517609.65,4068374.99,125,42.0,17.1,56.37,76.7,42.26,41.8,51.16,16.57,59.77,données du projet,72.32,83.61,92.67,75.36,69.09,82.86666666666667,83.60833333333333,20.43,45.94,45.94
EX24_Beja_2020_12,Beja,Beja,Nord-Ouest,2020,12,2020-12-15,36.764067,9.21674,519344.13,4068722.03,125,42.0,15.13,64.34,76.13,48.46,28.02,48.87,13.5,42.17,données du projet,59.77,72.32,83.61,89.07,48.26,71.9,81.01,56.31,53.47,53.47
EX24_Beja_2021_01,Beja,Beja,Nord-Ouest,2021,1,2021-01-15,36.729465,9.164798,514714.84,4064874.36,125,42.0,12.14,42.48,73.34,49.82,36.87,44.36,26.91,47.51,données du projet,42.17,59.77,72.32,88.62,47.91,58.08666666666668,73.19333333333333,52.4,59.26,59.26
EX24_Beja_2021_02,Beja,Beja,Nord-Ouest,2021,2,2021-02-15,36.791646,9.160522,514321.47,4071771.36,125,42.0,11.38,38.69,67.95,54.44,33.33,51.22,6.35,53.49,données du projet,47.51,42.17,59.77,92.67,52.41,49.816666666666684,66.34166666666665,63.06,69.8,69.8
EX24_Beja_2021_03,Beja,Beja,Nord-Ouest,2021,3,2021-03-15,36.74822,9.10289,509184.86,4066947.09,125,42.0,20.09,45.6,68.59,55.3,58.71,56.36,2.97,57.67,données du projet,53.49,47.51,42.17,83.61,53.6,47.72333333333335,59.81166666666667,64.33,72.97,72.97
EX24_Beja_2021_04,Beja,Beja,Nord-Ouest,2021,4,2021-04-15,36.728738,9.169605,515144.25,4064794.44,125,42.0,24.22,104.86,67.29,36.44,56.11,76.23,11.01,68.42,données du projet,57.67,53.49,47.51,72.32,58.0,52.890000000000015,55.48833333333334,65.67,85.18,85.18
EX24_Beja_2021_05,Beja,Beja,Nord-Ouest,2021,5,2021-05-15,36.724621,9.160339,514317.63,4064336.32,125,42.0,26.41,23.81,53.72,31.93,84.68,63.57,6.61,78.88,données du projet,68.42,57.67,53.49,59.77,75.36,59.860000000000014,54.83833333333334,90.2,88.84,88.84
EX24_Beja_2021_06,Beja,Beja,Nord-Ouest,2021,6,2021-06-15,36.696343,9.163369,514593.49,4061200.02,125,42.0,30.69,15.88,44.52,30.17,89.97,69.26,38.17,87.41,données du projet,78.88,68.42,57.67,42.17,89.07,68.32333333333334,58.02333333333333,94.92,89.39,89.39
EX24_Beja_2021_07,Beja,Beja,Nord-Ouest,2021,7,2021-07-15,36.682663,9.188893,516876.52,4059686.69,125,42.0,33.57,28.64,40.05,23.41,92.46,75.16,52.95,88.66,données du projet,87.41,78.88,68.42,47.51,88.62,78.23666666666668,65.56333333333333,100.0,79.66,79.66
EX24_Beja_2021_08,Beja,Beja,Nord-Ouest,2021,8,2021-08-15,36.678841,9.195171,517438.36,4059263.87,125,42.0,31.54,87.9,45.1,31.76,83.69,68.66,43.92,90.54,données du projet,88.66,87.41,78.88,53.49,92.67,84.98333333333335,72.42166666666667,100.0,75.38,75.38
EX24_Beja_2021_09,Beja,Beja,Nord-Ouest,2021,9,2021-09-15,36.758496,9.165509,514772.81,4068094.9,125,42.0,29.02,16.27,47.06,36.01,87.53,61.04,43.92,88.74,données du projet,90.54,88.66,87.41,57.67,83.61,88.87,78.59666666666668,81.53,58.7,58.7
EX24_Beja_2021_10,Beja,Beja,Nord-Ouest,2021,10,2021-10-15,36.708915,9.158507,514156.88,4062593.87,125,42.0,21.11,23.04,67.57,43.74,68.83,71.25,16.64,70.58,données du projet,88.74,90.54,88.66,68.42,72.32,89.31333333333335,83.77499999999999,55.32,48.16,48.16
EX24_Beja_2021_11,Beja,Beja,Nord-Ouest,2021,11,2021-11-15,36.73198,9.169729,515154.65,4065154.16,125,42.0,15.1,48.45,68.7,40.11,59.1,60.68,13.73,65.14,données du projet,70.58,88.74,90.54,78.88,59.77,83.28666666666668,84.135,43.92,47.79,47.79
EX24_Beja_2021_12,Beja,Beja,Nord-Ouest,2021,12,2021-12-15,36.693721,9.134195,511987.84,4060905.1,125,42.0,14.36,72.26,78.52,47.84,35.46,62.92,29.74,44.88,données du projet,65.14,70.58,88.74,87.41,42.17,74.82000000000001,81.845,55.42,55.31,55.31
EX24_Beja_2022_01,Beja,Beja,Nord-Ouest,2022,1,2022-01-15,36.689971,9.17264,515423.0,4060494.66,125,42.0,13.73,54.9,78.59,56.52,33.54,45.99,4.99,44.04,données du projet,44.88,65.14,70.58,88.66,47.51,60.20000000000002,74.75666666666666,44.43,59.9,59.9
EX24_Beja_2022_02,Beja,Beja,Nord-Ouest,2022,2,2022-02-15,36.76384,9.134447,511999.44,4068683.36,125,42.0,13.72,43.47,68.52,55.13,31.74,54.38,8.3,52.34,données du projet,44.04,44.88,65.14,90.54,53.49,51.35333333333335,67.32000000000001,51.04,68.61,68.61
EX24_Beja_2022_03,Beja,Beja,Nord-Ouest,2022,3,2022-03-15,36.706174,9.263041,523494.14,4062310.29,125,42.0,18.74,32.57,70.38,56.67,45.13,63.1,26.95,57.23,données du projet,52.34,44.04,44.88,88.74,57.67,47.08666666666668,60.953333333333326,70.77,76.06,76.06
EX24_Beja_2022_04,Beja,Beja,Nord-Ouest,2022,4,2022-04-15,36.721366,9.183648,516399.67,4063979.02,125,42.0,24.94,17.83,59.4,29.68,85.65,59.72,23.33,63.48,données du projet,57.23,52.34,44.04,70.58,68.42,51.20333333333335,55.701666666666675,80.47,86.36,86.36
EX24_Beja_2022_05,Beja,Beja,Nord-Ouest,2022,5,2022-05-15,36.732223,9.176675,515774.84,4065182.16,125,42.0,25.57,18.68,53.24,32.15,82.3,70.8,6.22,82.59,données du projet,63.48,57.23,52.34,65.14,78.88,57.683333333333344,54.51833333333334,98.3,92.03,92.03
EX24_Beja_2022_06,Beja,Beja,Nord-Ouest,2022,6,2022-06-15,36.752404,9.202515,518077.25,4067425.38,125,42.0,27.68,45.95,53.64,34.51,92.52,79.32,37.52,90.73,données du projet,82.59,63.48,57.23,44.88,87.41,67.76666666666668,57.42666666666667,100.0,89.0,89.0
EX24_Beja_2022_07,Beja,Beja,Nord-Ouest,2022,7,2022-07-15,36.732298,9.144629,512913.48,4065185.73,125,42.0,33.19,10.77,48.36,19.1,99.15,78.13,42.14,92.44,données du projet,90.73,82.59,63.48,44.04,88.66,78.93333333333335,65.06833333333334,89.35,87.01,87.01
EX24_Beja_2022_08,Beja,Beja,Nord-Ouest,2022,8,2022-08-15,36.711939,9.141483,512635.92,4062926.95,125,42.0,31.23,15.02,50.17,26.31,100.0,74.03,48.4,94.5,données du projet,92.44,90.73,82.59,52.34,90.54,88.58666666666669,73.135,91.95,76.38,76.38
EX24_Beja_2022_09,Beja,Beja,Nord-Ouest,2022,9,2022-09-15,36.769783,9.198263,517693.71,4069352.42,125,42.0,26.22,12.37,58.01,25.05,91.12,64.62,29.64,89.54,données du projet,94.5,92.44,90.73,57.23,88.74,92.55666666666669,80.16166666666668,66.45,66.81,66.81
EX24_Beja_2022_10,Beja,Beja,Nord-Ouest,2022,10,2022-10-15,36.693542,9.158544,514163.05,4060888.56,125,42.0,18.64,41.8,72.69,46.72,57.7,55.23,10.45,74.48,données du projet,89.54,94.5,92.44,63.48,70.58,92.16000000000001,85.54666666666667,50.88,56.56,56.56
EX24_Beja_2022_11,Beja,Beja,Nord-Ouest,2022,11,2022-11-15,36.772269,9.244451,521815.02,4069637.77,125,42.0,16.64,41.07,71.47,41.25,52.99,58.15,7.53,65.2,données du projet,74.48,89.54,94.5,82.59,65.14,86.17333333333335,87.38,49.03,48.95,48.95
